epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,139.779,1.38289,0.97137,1.18078,0.87217,0.92212,0.93543,0.56806,1.36128,0.7808,1.11679,0.00101,0.00101,0.00101
22,146.433,1.40209,0.98971,1.18778,0.97508,0.89189,0.97992,0.56749,1.38199,0.75688,1.12543,0.0009605,0.0009605,0.0009605
23,153.019,1.33262,0.93218,1.16863,0.97283,0.96775,0.98491,0.57838,1.3656,0.77064,1.09883,0.000911,0.000911,0.000911
24,159.573,1.34278,0.91015,1.18913,0.96793,0.94595,0.9848,0.56174,1.3882,0.73482,1.14745,0.0008615,0.0008615,0.0008615
25,166.854,1.34231,0.92353,1.20433,0.88286,0.89189,0.95674,0.61463,1.25234,0.7876,1.0857,0.000812,0.000812,0.000812
26,173.814,1.34257,0.93662,1.17689,0.93764,0.91892,0.96888,0.59575,1.27524,0.7418,1.09778,0.0007625,0.0007625,0.0007625
27,180.72,1.28135,0.87857,1.14615,0.93688,0.94595,0.98082,0.5923,1.35235,0.71432,1.09288,0.000713,0.000713,0.000713
28,187.812,1.30382,0.9228,1.16418,0.97138,0.91729,0.98241,0.62285,1.201,0.67295,1.06791,0.0006635,0.0006635,0.0006635
29,194.687,1.26102,0.85324,1.14297,0.89963,0.9691,0.95712,0.60755,1.28087,0.69277,1.06075,0.000614,0.000614,0.000614
30,201.615,1.28767,0.84631,1.17994,0.90966,0.94595,0.96381,0.60849,1.23804,0.7092,1.0602,0.0005645,0.0005645,0.0005645
31,234.793,1.29252,0.872,1.1478,0.98956,0.94595,0.99269,0.62466,1.24313,0.65832,1.06209,0.000515,0.000515,0.000515
32,241.435,1.23433,0.82117,1.12051,0.96709,0.94595,0.98748,0.61544,1.25852,0.68566,1.07497,0.0004655,0.0004655,0.0004655
33,247.941,1.19902,0.79743,1.14781,1,0.96755,0.99447,0.61126,1.2308,0.67148,1.07345,0.000416,0.000416,0.000416
34,254.807,1.21266,0.776,1.1431,0.97288,0.96976,0.98668,0.59926,1.30901,0.66254,1.08858,0.0003665,0.0003665,0.0003665
35,262.64,1.23361,0.7801,1.135,0.9706,0.97297,0.98506,0.62229,1.23296,0.694,1.11926,0.000317,0.000317,0.000317
36,270.5,1.16594,0.77679,1.12963,0.97218,0.94455,0.97271,0.59201,1.23748,0.6554,1.07186,0.0002675,0.0002675,0.0002675
37,277.846,1.17616,0.75591,1.12554,0.9617,0.97297,0.98451,0.62822,1.20147,0.62934,1.05447,0.000218,0.000218,0.000218
38,287.841,1.13123,0.72193,1.09434,0.94848,0.99533,0.98577,0.60679,1.21673,0.64158,1.05611,0.0001685,0.0001685,0.0001685
39,297.099,1.13947,0.73862,1.11498,0.94728,0.97122,0.98487,0.58749,1.24663,0.6316,1.07143,0.000119,0.000119,0.000119
40,304.223,1.12723,0.71082,1.08739,0.94731,0.97194,0.98487,0.58692,1.24627,0.6239,1.07413,6.95e-05,6.95e-05,6.95e-05
